Diameter of Largest Included Sphere (A),Diameter of Largest Free Sphere (A),Diameter of Largest Included Sphere Along Free Sphere Path (A),Unit Cell Volume (A^3),Density (g/cm^3),AV per unit cell (A^3),AV Void Fraction,AV per mass (cm^3/g),NAV per unit cell (A^3),NAV Void Fraction,NAV per mass (cm^3/g),ASA per unit cell (A^2),ASA (m^2/cm^3),ASA per mass (m^2/g),NASA per unit cell (A^2),NASA (m^2/cm^3),NASA per mass (m^2/g),y
39.95858,27.07377,39.95858,80416.3,0.360924,61426.8,0.76386,2.1164,0,0,0,7969.59,991.041,2745.84,0,0,0,0
40.20069,27.04409,39.9714,80336.1,0.361285,61458.7,0.76502,2.1175,0,0,0,7923.68,986.316,2730.02,0,0,0,0
40.06797,27.23651,40.06797,84965.6,0.354285,65144.8,0.76672,2.16413,0,0,0,8217.44,967.15,2729.86,0,0,0,0
41.30372,27.37936,41.30372,89348.2,0.336458,69166.2,0.77412,2.30079,0,0,0,8564.48,958.551,2848.95,0,0,0,0
41.30372,27.37936,41.30372,89348.2,0.336458,69166.2,0.77412,2.30079,0,0,0,8564.48,958.551,2848.95,0,0,0,0
42.10307,27.35228,42.0379,89063.6,0.337533,69049.3,0.77528,2.2969,0,0,0,8467.79,950.757,2816.79,0,0,0,0
44.71308,29.43473,44.67717,108646,0.2811,87636.4,0.80662,2.86951,0,0,0,9135.38,840.835,2991.23,0,0,0,0
44.6363,29.41319,44.6363,108608,0.281201,87331.4,0.8041,2.85952,0,0,0,9608.9,884.735,3146.27,0,0,0,0
42.42006,27.92571,42.28192,98705.5,0.315074,77560.8,0.78578,2.49395,0,0,0,8858.97,897.515,2848.58,0,0,0,0
33.92519,23.2135,33.92121,66276.4,0.458176,46258.3,0.69796,1.52334,0,0,0,7391.55,1115.26,2434.13,0,0,0,0
46.7223,33.80987,46.54474,122629,0.252568,99268.5,0.8095,3.20507,0,0,0,10532.6,858.896,3400.65,0,0,0,0
48.46382,33.63978,48.31786,122740,0.251456,99787.4,0.813,3.23316,0,0,0,9948.7,810.552,3223.43,0.290425,0.0236618,0.094099,0
48.07406,33.88368,48.07406,122787,0.246981,99692.9,0.81192,3.28737,0,0,0,10487.7,854.143,3458.33,0,0,0,0
42.89493,28.93837,42.89493,99976.2,0.300143,77357.5,0.77376,2.57797,0,0,0,9635.81,963.811,3211.17,0,0,0,0
48.05068,33.83997,48.00093,122376,0.248133,99672.7,0.81448,3.28244,0,0,0,9864.15,806.053,3248.47,4.46869,0.365161,1.47164,0
48.10616,33.83709,48.10616,122423,0.248038,99255.4,0.81076,3.26869,2.44845,2.00E-05,8.06E-05,10256.8,837.817,3377.78,1.78808,0.146058,0.588852,0
47.84459,31.93134,47.76752,126070,0.242525,102896,0.81618,3.36534,0,0,0,10215.3,810.285,3341.04,0.100358,0.0079605,0.0328234,0
47.04418,33.85544,47.04418,122358,0.250368,99558,0.81366,3.24986,0,0,0,9936.04,812.045,3243.41,0,0,0,0
39.0652,27.00255,39.0652,80366.1,0.334428,61409.3,0.76412,2.28486,0,0,0,7989.12,994.09,2972.51,0,0,0,0
44.22766,29.11046,44.22766,105684,0.283363,82940.8,0.7848,2.7696,0,0,0,9857.86,932.768,3291.78,0.169646,0.0160522,0.0566489,0
44.22766,29.11046,44.22766,105684,0.283363,82940.8,0.7848,2.7696,0,0,0,9857.86,932.768,3291.78,0.169646,0.0160522,0.0566489,0
43.66017,29.14443,43.66017,105252,0.284525,82574.6,0.78454,2.75737,0,0,0,9792.98,930.43,3270.11,0,0,0,0
46.97368,31.32531,46.67079,127794,0.238082,104623,0.81868,3.43864,0,0,0,10249.3,802.018,3368.66,0,0,0,0
38.5739,26.97677,38.42131,80214.6,0.33506,61346.6,0.76478,2.28252,0,0,0,8015.4,999.244,2982.29,0,0,0,0
43.7332,29.22452,43.7332,105993,0.282535,83185.8,0.78482,2.77778,0,0,0,9868.4,931.038,3295.3,0,0,0,0
43.7332,29.22452,43.7332,105993,0.282535,83185.8,0.78482,2.77778,0,0,0,9868.4,931.038,3295.3,0,0,0,0
43.75867,29.20105,43.75867,105266,0.284487,82648.9,0.78514,2.75985,0,0,0,9872.25,937.834,3296.58,0,0,0,0
47.71456,33.78498,47.48253,122562,0.249218,99405.3,0.81106,3.25442,0,0,0,10275,838.353,3363.93,0,0,0,0
47.12966,34.35144,47.12966,121816,0.245754,99119.4,0.81368,3.31095,0,0,0,10107.1,829.701,3376.14,1.58316,0.129963,0.528833,0
48.47053,34.07832,48.23665,121885,0.245533,99692.3,0.81792,3.3312,0,0,0,9606.61,788.169,3210.03,0.0475166,0.00389847,0.0158776,0
40.6247,26.87593,40.6247,85103.9,0.328476,64988.7,0.76364,2.3248,0,0,0,8406.33,987.773,3007.14,0,0,0,0
44.22652,29.35224,44.22652,107188,0.281899,84185.8,0.7854,2.7861,0,0,0,9998.6,932.806,3309,0,0,0,0
44.22652,29.35224,44.22652,107188,0.281899,84185.8,0.7854,2.7861,0,0,0,9998.6,932.806,3309,0,0,0,0
44.23877,29.24834,44.23877,106003,0.285051,83093.8,0.78388,2.74996,0,0,0,9949.03,938.559,3292.6,0.558926,0.0527273,0.184975,0
41.41021,27.3567,41.41021,89284.4,0.312646,69088.2,0.7738,2.47501,0,0,0,8651.01,968.928,3099.12,0,0,0,0
41.41021,27.3567,41.41021,89284.4,0.312646,69088.2,0.7738,2.47501,0,0,0,8651.01,968.928,3099.12,0,0,0,0
40.56624,27.46483,40.56624,89003.7,0.313632,68945.8,0.77464,2.4699,0,0,0,8626.55,969.234,3090.36,0,0,0,0
46.80771,32.17019,46.40988,125912,0.255238,101943,0.80964,3.1721,0,0,0,10878.3,863.964,3384.93,0,0,0,0
47.72502,32.17499,45.49262,125952,0.253432,102004,0.80986,3.19557,0,0,0,10319.1,819.285,3232.77,0.147875,0.0117406,0.0463263,0
47.94422,32.23302,47.82355,126488,0.243856,102576,0.81096,3.32556,0,0,0,10388.2,821.279,3367.88,0,0,0,0
44.33437,28.93338,42.8652,108701,0.261203,87808.8,0.8078,3.09262,0,0,0,9257.13,851.613,3260.35,0,0,0,0
46.35642,29.85717,45.16083,131400,0.234433,107118,0.8152,3.47732,0,0,0,10883,828.228,3532.89,0,0,0,0
45.05175,29.68012,45.05175,120547,0.260177,96097.9,0.79718,3.06399,0,0,0,10577.6,877.462,3372.56,0,0,0,0
46.57793,29.6499,46.57793,131093,0.234983,106854,0.8151,3.46876,0,0,0,10973.1,837.048,3562.17,0,0,0,0
46.84166,29.95335,46.84166,132160,0.233085,108176,0.81852,3.51168,0,0,0,10755.3,813.804,3491.44,0,0,0,0
45.67332,29.60181,45.67332,120906,0.259406,96480.4,0.79798,3.07618,0,0,0,10673.3,882.78,3403.08,0.467332,0.0386526,0.149004,0
47.41777,32.67081,45.32387,124487,0.244488,101674,0.81674,3.34061,0,0,0,10139.8,814.523,3331.54,0,0,0,0
45.53768,29.4687,44.85278,118754,0.265284,94359.2,0.79458,2.9952,0,0,0,10543,887.803,3346.61,0,0,0,0
47.57937,31.90831,47.45433,126428,0.242708,102604,0.81156,3.34377,0,0,0,10702.4,846.522,3487.83,0,0,0,0
36.69683,24.28136,36.69683,66183.6,0.44191,47915.6,0.72398,1.6383,0,0,0,7105.65,1073.63,2429.52,0,0,0,0
48.1279,32.49307,48.1279,125244,0.235274,103654,0.82762,3.51768,0,0,0,9758.07,779.127,3311.57,0,0,0,0
46.64252,33.8526,46.55677,122329,0.246327,100567,0.8221,3.33743,0,0,0,10100.8,825.705,3352.07,0,0,0,0
47.63742,33.87915,47.63742,122547,0.245003,100944,0.82372,3.36208,0,0,0,9719.28,793.106,3237.13,0,0,0,0
47.0609,33.81062,46.9321,122184,0.245731,100057,0.8189,3.33251,0,0,0,10103.9,826.941,3365.23,0,0,0,0
47.74413,33.52087,41.91021,122276,0.241149,101005,0.82604,3.42544,0,0,0,9633.83,787.876,3267.18,0,0,0,0
47.92315,33.84271,47.90819,122295,0.241112,100340,0.82048,3.4029,0,0,0,10098.2,825.727,3424.67,0,0,0,0
49.0558,33.6074,48.5076,122453,0.241694,101046,0.82518,3.41415,0,0,0,9715.23,793.387,3282.6,0,0,0,0
47.16821,33.80641,47.16821,121963,0.242664,99995.4,0.81988,3.37867,0,0,0,10097.7,827.926,3411.83,0,0,0,0
43.55044,29.0806,43.45612,100340,0.290689,79347.1,0.79078,2.72036,0,0,0,9154.31,912.326,3138.49,0,0,0,0
48.6322,33.84213,48.6322,122413,0.241201,101189,0.82662,3.4271,0,0,0,9610.39,785.078,3254.87,0,0,0,0
47.86935,32.14814,47.22073,126013,0.236052,104188,0.8268,3.50262,0,0,0,9887.28,784.622,3323.94,0.0464855,0.00368894,0.0156277,0
47.88579,33.86362,47.82122,122766,0.2427,100798,0.82106,3.38302,0,0,0,10159.1,827.517,3409.63,0,0,0,0
48.28193,33.59356,48.22373,122178,0.241503,100731,0.82446,3.41388,0,0,0,9650.89,789.903,3270.79,0,0,0,0
39.8786,27.10259,39.8786,80429.4,0.330687,62160.7,0.77286,2.33714,0,0,0,7860.31,977.293,2955.34,0,0,0,0
43.98364,29.19974,43.81594,105795,0.275133,84487.6,0.7986,2.9026,0,0,0,9466.55,894.804,3252.26,0,0,0,0
43.98364,29.19974,43.81594,105795,0.275133,84487.6,0.7986,2.9026,0,0,0,9466.55,894.804,3252.26,0,0,0,0
43.72926,28.98691,43.72926,104732,0.277925,83578.1,0.79802,2.87135,0,0,0,9344.93,892.272,3210.48,0,0,0,0
47.68897,31.30602,47.4699,127685,0.231712,105764,0.82832,3.57478,0,0,0,10025.2,785.152,3388.48,0,0,0,0
46.52069,31.33208,46.42884,127601,0.231866,105327,0.82544,3.55998,0,0,0,10380.8,813.539,3508.66,0,0,0,0
39.32063,26.89798,39.07882,80296.2,0.331235,61948.5,0.7715,2.32916,0,0,0,7905.3,984.517,2972.26,0,0,0,0
44.16611,29.17704,43.57511,105498,0.275907,84265.4,0.79874,2.89496,0,0,0,9469.08,897.56,3253.13,0,0,0,0
44.16611,29.17704,43.57511,105498,0.275907,84265.4,0.79874,2.89496,0,0,0,9469.08,897.56,3253.13,0,0,0,0
43.8382,29.20082,43.8382,105262,0.276526,84038.7,0.79838,2.88717,0,0,0,9490.42,901.603,3260.46,0.47958,0.0455608,0.164761,0
47.91405,31.24231,47.91405,127884,0.231352,106059,0.82934,3.58475,0,0,0,9966.42,779.332,3368.59,0,0,0,0
46.3297,31.32726,46.3297,127717,0.231655,105410,0.82534,3.56279,0,0,0,10435.1,817.053,3527.02,0,0,0,0
48.05577,33.85121,48.0329,122455,0.252494,100342,0.81942,3.24531,0,0,0,10165.5,830.142,3287.77,0,0,0,0
48.61089,33.51548,48.44989,122479,0.243677,100830,0.82324,3.37841,0,0,0,9574.99,781.765,3208.21,0,0,0,0
47.23745,33.85089,42.87594,122456,0.243723,100323,0.81926,3.36144,0,0,0,10183.4,831.596,3412.05,0,0,0,0
47.66536,33.89645,47.63132,121477,0.239531,100595,0.8281,3.45718,0,0,0,9391.48,773.105,3227.58,0,0,0,0
48.13371,34.25895,48.13371,121044,0.240306,99861,0.825,3.43312,0,0,0,9832.62,812.32,3380.36,0,0,0,0
40.81113,27.17386,40.81113,85181.2,0.324893,66027.4,0.77514,2.38583,0,0,0,8080.33,948.605,2919.74,0,0,0,0
44.12462,29.0556,43.27087,106364,0.276193,84863.7,0.79786,2.88878,0,0,0,9525.49,895.554,3242.49,0.0329497,0.00309781,0.0112161,0
44.12462,29.0556,43.27087,106364,0.276193,84863.7,0.79786,2.88878,0,0,0,9525.49,895.554,3242.49,0.0329497,0.00309781,0.0112161,0
43.96672,29.17951,43.96672,105882,0.277451,84396.4,0.79708,2.87287,0,0,0,9500.69,897.29,3234.05,0,0,0,0
40.21818,27.50457,39.31627,89309.8,0.309424,69886.7,0.78252,2.52895,0,0,0,8360.07,936.076,3025.22,0,0,0,0
40.21818,27.50457,39.31627,89309.8,0.309424,69886.7,0.78252,2.52895,0,0,0,8360.07,936.076,3025.22,0,0,0,0
41.15822,27.34573,37.77337,88807.1,0.311176,69498.7,0.78258,2.51491,0,0,0,8258.95,929.987,2988.62,0.684872,0.077119,0.247831,0
47.13983,30.66035,46.95594,128828,0.23167,106417,0.82604,3.56559,0,0,0,10470.9,812.776,3508.34,0,0,0,0
47.34285,32.17683,46.94939,125908,0.246855,102766,0.8162,3.30639,0,0,0,10602.2,842.064,3411.17,0,0,0,0
47.60742,32.188,45.29634,126034,0.238702,103741,0.82312,3.44832,0,0,0,10375.1,823.198,3448.64,0,0,0,0
46.46061,30.01392,46.46061,131161,0.228463,108698,0.82874,3.62746,0,0,0,10218.8,779.105,3410.21,0,0,0,0
46.75929,30.36013,46.75929,132255,0.226573,109600,0.8287,3.65755,0,0,0,10586.5,800.458,3532.9,0,0,0,0
44.98916,29.57679,44.96426,120813,0.252658,97952.6,0.81078,3.209,0,0,0,10210.5,845.146,3345.02,0,0,0,0
44.9163,29.41995,44.50331,108698,0.258636,88193.6,0.81136,3.13708,0,0,0,9404.38,865.181,3345.17,0,0,0,0
46.98415,29.64924,46.399,131082,0.2286,108387,0.82686,3.61706,0,0,0,10356.9,790.109,3456.3,0,0,0,0
47.02234,32.16762,47.02234,126043,0.260785,102869,0.81614,3.12955,0,0,0,10539.1,836.149,3206.27,0,0,0,0
46.40963,32.16221,45.31988,125922,0.243982,102831,0.81662,3.34706,0,0,0,10624.9,843.766,3458.32,0,0,0,0
47.18501,32.7061,45.36766,124830,0.237093,103110,0.826,3.48387,0,0,0,9798.61,784.956,3310.75,0,0,0,0
47.63761,33.11163,47.63761,123706,0.236102,102107,0.8254,3.49595,0,0,0,10036.6,811.326,3436.34,0,0,0,0
45.51769,29.3204,45.51769,118604,0.258543,95689.4,0.8068,3.12057,0,0,0,10073.7,849.36,3285.18,0,0,0,0
48.35609,34.98307,48.35609,119160,0.243101,98938.5,0.8303,3.41546,0,0,0,9072.38,761.362,3131.88,0,0,0,0
48.49957,35.44449,45.79672,118870,0.243694,98279,0.82678,3.39269,0,0,0,9503.11,799.457,3280.57,0,0,0,0
36.5777,26.12627,36.5777,66238.8,0.398246,48755.8,0.73606,1.84825,0,0,0,7014.66,1058.99,2659.15,0,0,0,0
39.97695,27.12043,39.97695,80421.8,0.321803,62439.5,0.7764,2.41266,0,0,0,7832.63,973.943,3026.52,0,0,0,0
39.76701,26.8273,39.76701,80291.5,0.322325,62232.3,0.77508,2.40465,0,0,0,7753.12,965.622,2995.8,0,0,0,0
40.48294,27.20287,40.48294,85384,0.315725,66380.9,0.77744,2.4624,0,0,0,8077.28,945.995,2996.26,0,0,0,0
41.03507,27.56064,40.13423,89362.6,0.301218,70222.9,0.78582,2.60881,0,0,0,8317.97,930.811,3090.16,0,0,0,0
41.03507,27.56064,40.13423,89362.6,0.301218,70222.9,0.78582,2.60881,0,0,0,8317.97,930.811,3090.16,0,0,0,0
41.14609,27.20503,41.11825,88672.6,0.303562,69542.4,0.78426,2.58352,0,0,0,8151.29,919.257,3028.23,0,0,0,0
44.67619,29.37985,44.67619,108549,0.252387,88619.4,0.8164,3.23472,0,0,0,8809.8,811.597,3215.69,0,0,0,0
44.6836,29.50854,43.63897,109397,0.25043,89066.9,0.81416,3.25105,0,0,0,9274.73,847.803,3385.39,0,0,0,0
42.39116,28.19839,42.39116,98909.4,0.282636,78429.2,0.79294,2.80552,0,0,0,8734.71,883.102,3124.52,0,0,0,0
39.47452,26.99215,39.31037,79163.8,0.325278,61195.2,0.77302,2.37649,0,0,0,7891.45,996.851,3064.61,0,0,0,0
39.74424,27.08593,39.74424,79493.5,0.323929,61499.4,0.77364,2.3883,0,0,0,7822.95,984.099,3038.01,0,0,0,0
40.84021,27.27615,40.82192,84109.6,0.318966,65166.4,0.77478,2.42903,0,0,0,7930.25,942.847,2955.95,0,0,0,0
42.10493,27.38049,42.10493,88212.9,0.303674,69009,0.7823,2.57612,0,0,0,8308.12,941.826,3101.44,0,0,0,0
42.10493,27.38049,42.10493,88212.9,0.303674,69009,0.7823,2.57612,0,0,0,8308.12,941.826,3101.44,0,0,0,0
41.20428,27.61008,40.96488,88143.2,0.303914,69046.1,0.78334,2.57751,0,0,0,8161.43,925.929,3046.68,0,0,0,0
45.54286,30.03567,45.54286,107636,0.253323,87826.5,0.81596,3.22102,0,0,0,8738.97,811.903,3205.01,0,0,0,0
44.52965,30.12428,39.68245,107659,0.253269,87442.6,0.81222,3.20695,0,0,0,9179.07,852.608,3366.41,0,0,0,0
42.48123,27.81207,42.48123,97299.9,0.285978,77081,0.7922,2.77014,0,0,0,8571.81,880.968,3080.55,0,0,0,0
38.03595,26.61511,38.03595,72570.8,0.350575,55137.8,0.75978,2.16724,0,0,0,7300.14,1005.93,2869.39,0,0,0,0
39.05144,27.05964,39.02271,78735.7,0.322104,61215.5,0.77748,2.41375,0,0,0,7720.88,980.607,3044.38,0,0,0,0
39.4602,26.94764,39.10745,78674.8,0.322354,61124.1,0.77692,2.41015,0,0,0,7693.24,977.852,3033.48,0,0,0,0
39.85238,27.16127,39.68219,83413.8,0.316962,64932.6,0.77844,2.45594,0,0,0,7773.64,931.938,2940.22,0,0,0,0
41.19651,27.45435,41.19651,87517.6,0.30164,68815.1,0.7863,2.60675,0,0,0,8045.74,919.328,3047.77,0,0,0,0
41.19651,27.45435,41.19651,87517.6,0.30164,68815.1,0.7863,2.60675,0,0,0,8045.74,919.328,3047.77,0,0,0,0
41.2852,27.31937,41.2852,87178.5,0.302813,68614.7,0.78706,2.59916,0,0,0,7907.45,907.041,2995.38,0.182469,0.0209305,0.0691203,0
45.52783,30.26601,44.52982,106936,0.251342,87633.8,0.8195,3.26049,0,0,0,8505.74,795.406,3164.63,0,0,0,0
44.26331,30.54362,44.20728,106668,0.251972,86951.8,0.81516,3.23512,0,0,0,8921.38,836.366,3319.28,0,0,0,0
43.97402,28.10415,43.69663,96811.9,0.2834,77124.2,0.79664,2.81101,0,0,0,8345.86,862.07,3041.88,0,0,0,0
42.12254,27.74116,42.05198,102641,0.276055,81658.9,0.79558,2.88197,0,0,0,8979.4,874.838,3169.07,0,0,0,0
43.47099,28.60352,39.74459,113087,0.245612,92421.2,0.81726,3.32745,0,0,0,9220.54,815.351,3319.67,0,0,0,0
43.24225,28.16874,41.36897,111708,0.248644,90744.7,0.81234,3.26709,0,0,0,9579.28,857.53,3448.83,0,0,0,0
36.74029,25.28176,36.74029,69099.2,0.388688,51010.4,0.73822,1.89926,0,0,0,7215.23,1044.18,2686.43,0,0,0,0
37.51074,24.39065,37.25818,74628.6,0.346777,56020.7,0.75066,2.16467,0,0,0,7869.65,1054.51,3040.88,0,0,0,0
37.62743,24.32269,37.62743,74512.4,0.35358,56136.2,0.75338,2.13072,0,0,0,7710.1,1034.74,2926.47,0.139457,0.0187159,0.0529325,0
43.37553,28.99265,43.37553,102451,0.267211,81546.9,0.79596,2.97877,0,0,0,9306.92,908.426,3399.66,0,0,0,0
45.10686,29.44299,45.10686,107753,0.253504,86508.3,0.80284,3.16698,0,0,0,9614.66,892.288,3519.82,0,0,0,0
45.10686,29.44299,45.10686,107753,0.253504,86508.3,0.80284,3.16698,0,0,0,9614.66,892.288,3519.82,0,0,0,0
44.57465,29.36864,44.57465,107197,0.254818,86190.8,0.80404,3.15535,0,0,0,9460.91,882.571,3463.54,0,0,0,0
44.65019,29.36946,44.65019,108219,0.252412,86973.5,0.80368,3.18401,0,0,0,9547.28,882.218,3495.16,0,0,0,0
44.65019,29.36946,44.65019,108219,0.252412,86973.5,0.80368,3.18401,0,0,0,9547.28,882.218,3495.16,0,0,0,0
44.25053,29.41399,42.15408,107420,0.254288,86247.9,0.8029,3.15744,0,0,0,9510.73,885.374,3481.78,0.0464855,0.00432744,0.0170179,0
37.3557,24.26632,37.3557,74356.6,0.350452,55600.9,0.74776,2.1337,0,0,0,7845.08,1055.06,3010.58,0.0329497,0.0044313,0.0126445,0
37.02249,24.1444,37.02249,73636.6,0.343724,55463.1,0.7532,2.19129,0,0,0,7774.81,1055.84,3071.75,0,0,0,0
37.46513,24.08701,37.46513,73529.9,0.344086,55613.6,0.75634,2.19811,0,0,0,7732.27,1051.58,3056.16,0,0,0,0
40.16779,27.07118,40.10356,85507.7,0.316667,66218.9,0.77442,2.44553,0,0,0,7985.09,933.845,2948.98,0,0,0,0
41.15578,27.4638,41.1211,89884.7,0.3008,70406.7,0.7833,2.60405,0,0,0,8360.08,930.089,3092.05,0,0,0,0
41.15578,27.4638,41.1211,89884.7,0.3008,70406.7,0.7833,2.60405,0,0,0,8360.08,930.089,3092.05,0,0,0,0
41.07701,27.45824,40.36345,89440,0.302296,70115.6,0.78394,2.59329,0,0,0,8263.6,923.927,3056.37,0,0,0,0
44.85376,29.10057,40.76163,109275,0.251805,89194.7,0.81624,3.24156,0,0,0,8868.59,811.584,3223.07,0,0,0,0
45.15809,29.20123,44.63769,109356,0.251618,88932.9,0.81324,3.23204,0,0,0,9338.74,853.974,3393.93,0,0,0,0
45.45157,29.57424,45.45157,120374,0.239854,97775.2,0.81226,3.38647,0,0,0,10120.4,840.745,3505.23,0,0,0,0
36.7582,24.22777,36.60937,69329.3,0.394302,50700.5,0.7313,1.85467,0,0,0,7362.1,1061.9,2693.12,0,0,0,0
36.31945,24.31393,36.31945,74535.6,0.35683,55724.3,0.74762,2.09517,0,0,0,7934.02,1064.46,2983.1,0.0329497,0.00442066,0.0123887,0
43.41909,29.15751,43.35984,102215,0.27134,80960.3,0.79206,2.91907,0,0,0,9348.47,914.591,3370.64,0,0,0,0
44.65455,29.24152,44.65455,107447,0.257567,86026.1,0.80064,3.10847,0,0,0,9692.96,902.118,3502.46,0,0,0,0
44.65455,29.24152,44.65455,107447,0.257567,86026.1,0.80064,3.10847,0,0,0,9692.96,902.118,3502.46,0,0,0,0
45.11344,29.36676,45.08543,107392,0.257698,86040.3,0.80118,3.10898,0,0,0,9578.83,891.95,3461.22,0,0,0,0
44.70164,29.35955,44.36271,108091,0.256032,86483.5,0.8001,3.125,0,0,0,9679.58,895.504,3497.62,0.0329497,0.00304833,0.011906,0
44.70164,29.35955,44.36271,108091,0.256032,86483.5,0.8001,3.125,0,0,0,9679.58,895.504,3497.62,0.0329497,0.00304833,0.011906,0
44.8617,29.10654,44.80977,106522,0.259803,85162.1,0.79948,3.07725,0,0,0,9674.02,908.172,3495.61,0,0,0,0
36.7846,24.28376,36.7846,74561.2,0.354305,55739,0.74756,2.10993,0,0,0,7808.87,1047.31,2955.96,0,0,0,0
36.3487,24.07345,36.30398,73648.8,0.348541,55319.1,0.75112,2.15504,0,0,0,7709.67,1046.82,3003.42,0,0,0,0
36.76706,24.08802,36.76706,73710.3,0.348115,55509.7,0.75308,2.16331,0,0,0,7752.79,1051.79,3021.4,0.0329497,0.00447016,0.0128411,0
40.01698,27.26812,39.98796,85541.6,0.317941,66286.2,0.7749,2.43725,0,0,0,8055.32,941.684,2961.82,0,0,0,0
40.95461,27.50737,40.95461,89803,0.302406,70159.5,0.78126,2.58348,0,0,0,8402.6,935.671,3094.08,0,0,0,0
40.95461,27.50737,40.95461,89803,0.302406,70159.5,0.78126,2.58348,0,0,0,8402.6,935.671,3094.08,0,0,0,0
40.83435,27.33098,39.95458,89479.8,0.303499,70077,0.78316,2.58044,0,0,0,8311.66,928.887,3060.6,0,0,0,0
45.40286,29.20973,45.40286,109555,0.252255,89289.2,0.81502,3.23094,0,0,0,8957.41,817.621,3241.25,0,0,0,0
44.48029,29.16625,44.47785,109370,0.252682,88720.5,0.8112,3.21036,0,0,0,9394.41,858.96,3399.38,0,0,0,0
46.0738,29.63553,45.60225,121111,0.24136,98027,0.8094,3.3535,0,0,0,10236.8,845.242,3502,0,0,0,0
27.44432,20.58897,27.27613,35651.2,0.654863,22704.8,0.63686,0.972509,0,0,0,4377.62,1227.9,1875.05,0,0,0,0
33.11492,24.07596,33.11492,48507.9,0.464819,34797.7,0.71736,1.54331,11.6419,0.00024,0.00051633,5465.81,1126.79,2424.14,46.8598,9.66022,20.7828,0
36.05353,25.01332,36.03221,61282.7,0.385185,45571,0.74362,1.93055,0,0,0,6579.43,1073.62,2787.28,0,0,0,0
34.07353,24.3624,34.07147,57047.5,0.42355,41597.9,0.72918,1.72159,0,0,0,6238.34,1093.53,2581.83,0,0,0,0
34.22983,24.37985,34.22983,57225,0.42155,41664.4,0.72808,1.72715,0,0,0,6273.03,1096.2,2600.41,0,0,0,0
34.49992,24.61413,34.49992,58994.1,0.420427,43201.4,0.7323,1.7418,0,0,0,6395.41,1084.07,2578.51,0.0329497,0.00558524,0.0132847,0
36.33898,25.17132,36.30328,66681.5,0.352794,51050,0.76558,2.17005,0,0,0,6819.92,1022.76,2899.03,0,0,0,0
36.26469,25.01043,36.26469,66554.8,0.353466,50933,0.76528,2.16508,0,0,0,6849.24,1029.11,2911.49,0,0,0,0
37.48105,25.73553,37.48105,70779.1,0.347598,54416.4,0.76882,2.21181,0,0,0,6890.39,973.506,2800.67,0,0,0,0
37.55501,25.86349,37.55501,74543.4,0.329506,57830.8,0.7758,2.35443,0,0,0,7192.54,964.88,2928.26,2.72241,0.365212,1.10836,0
37.55501,25.86349,37.55501,74543.4,0.329506,57830.8,0.7758,2.35443,0,0,0,7192.54,964.88,2928.26,2.72241,0.365212,1.10836,0
38.02453,25.56155,37.7032,73698.6,0.333283,57014.7,0.77362,2.32121,11.7918,0.00016,0.000480072,7076.05,960.134,2880.83,35.9788,4.88188,14.6478,0
31.2814,24.00499,31.2814,56366.2,0.538839,39641.2,0.70328,1.30518,0,0,0,6331.64,1123.3,2084.67,0,0,0,0
31.20028,22.93723,31.20028,56379.3,0.523306,38723.5,0.68684,1.3125,1.12759,2.00E-05,3.82E-05,6452.03,1144.4,2186.86,1.55175,0.275233,0.525951,0
33.15891,24.28644,33.02679,56465.3,0.446325,39870.2,0.7061,1.58203,0,0,0,6304.19,1116.47,2501.48,0,0,0,0
31.26703,22.46006,30.80609,56401.2,0.462353,39629.7,0.70264,1.5197,0,0,0,6565.63,1164.09,2517.76,1.81677,0.322115,0.696685,0
33.74613,24.26306,33.74613,56287.6,0.453346,40349.2,0.71684,1.58122,0,0,0,6298.79,1119.04,2468.4,0.495045,0.0879491,0.194,0
31.58272,23.9388,31.58272,56387,0.448342,40074.2,0.7107,1.58518,0,0,0,6407.12,1136.28,2534.4,0,0,0,0
32.1377,23.92978,32.1377,58941.8,0.469453,41175.5,0.69858,1.48807,0,0,0,6721.04,1140.28,2428.97,4.51881,0.766657,1.63309,0
32.75267,24.46468,32.75267,56386.5,0.449736,40326.5,0.71518,1.59022,0,0,0,6297.87,1116.91,2483.48,0,0,0,0
31.42039,23.87558,31.42039,56428.8,0.472094,39784.5,0.70504,1.49343,0,0,0,6307.34,1117.75,2367.65,0.098849,0.0175175,0.0371059,0
41.37653,27.00771,39.47998,92161.1,0.271711,74742.6,0.811,2.98479,0,0,0,7757.73,841.758,3097.99,0,0,0,0
41.31321,26.87436,41.11882,91746.5,0.272939,73868.7,0.80514,2.94989,0,0,0,8074.88,880.129,3224.64,0,0,0,0
32.19384,23.08414,32.19384,56410.1,0.649897,38541.7,0.68324,1.0513,0,0,0,6266.5,1110.88,1709.32,0.715192,0.126784,0.195084,0
31.01968,22.53695,30.6907,56449.6,0.49727,38435.4,0.68088,1.36924,0,0,0,6591.67,1167.71,2348.24,0.133308,0.0236154,0.04749,0
32.86883,24.36012,32.63521,56351.8,0.478275,40172.1,0.71288,1.49052,0,0,0,6244.17,1108.07,2316.8,0,0,0,0
34.25348,24.38528,34.18745,56540.1,0.42596,41140.8,0.72764,1.70823,0,0,0,6168.67,1091.03,2561.33,0,0,0,0
