Diameter of Largest Included Sphere (A),Diameter of Largest Free Sphere (A),Diameter of Largest Included Sphere Along Free Sphere Path (A),Unit Cell Volume (A^3),Density (g/cm^3),AV per unit cell (A^3),AV Void Fraction,AV per mass (cm^3/g),NAV per unit cell (A^3),NAV Void Fraction,NAV per mass (cm^3/g),ASA per unit cell (A^2),ASA (m^2/cm^3),ASA per mass (m^2/g),NASA per unit cell (A^2),NASA (m^2/cm^3),NASA per mass (m^2/g),y
46.83758,34.08814,45.38449,301917,0.39418,226395,0.74986,1.90233,0,0,0,30663.4,1015.63,2576.55,0.308373,0.0102138,0.0259116,0
48.69099,35.07767,48.69099,306390,0.383555,233788,0.76304,1.98939,0,0,0,30267.5,987.875,2575.58,0,0,0,0
47.92895,34.41476,47.92895,298041,0.381471,226851,0.76114,1.99528,0,0,0,29383.2,985.878,2584.41,0.197698,0.00663325,0.0173886,0
46.70314,32.58327,45.25151,286922,0.393842,215800,0.75212,1.9097,0,0,0,29304.8,1021.35,2593.3,0.275423,0.00959923,0.0243733,0
45.84359,31.67141,45.79389,280872,0.394937,211890,0.7544,1.91018,0,0,0,28855.4,1027.35,2601.3,1.38662,0.0493685,0.125004,0
52.47507,42.16004,52.18598,327842,0.352962,254621,0.77666,2.20041,0,0,0,29845.6,910.367,2579.22,0,0,0,0
49.36772,35.90822,49.15549,313420,0.364789,240280,0.76664,2.1016,0,0,0,30523.8,973.895,2669.75,0,0,0,0
49.02962,35.68954,48.99205,310772,0.369951,237088,0.7629,2.06217,0,0,0,30447.1,979.726,2648.26,0.0658993,0.00212051,0.00573186,0
48.07604,34.5321,46.52807,300899,0.394439,226787,0.7537,1.91082,0,0,0,30680.2,1019.62,2584.99,0.217257,0.00722026,0.0183052,0
48.04732,33.8393,47.61022,298290,0.384339,226790,0.7603,1.9782,0,0,0,30067.5,1008,2622.67,0,0,0,0
43.33687,28.46343,43.33687,256011,0.461693,185849,0.72594,1.57234,0,0,0,27892.4,1089.5,2359.79,1.08811,0.0425023,0.0920573,0
43.34527,28.98297,42.84307,260758,0.451068,189493,0.7267,1.61106,0,0,0,28394.9,1088.94,2414.13,3.3623,0.128943,0.285862,0
43.93818,28.8045,43.93469,259316,0.442517,188985,0.72878,1.6469,0,0,0,28433.9,1096.49,2477.86,0.17719,0.00683298,0.0154412,0
43.4598,28.88353,42.46475,262670,0.439088,191965,0.73082,1.6644,0,0,0,28427.8,1082.26,2464.79,0.285281,0.0108608,0.0247349,0
51.39187,37.96991,51.39187,336740,0.342668,262435,0.77934,2.27433,0,0,0,31812.7,944.726,2756.97,0.18464,0.00548316,0.0160014,0
44.4523,29.25311,44.43501,263448,0.436375,193909,0.73604,1.68671,0,0,0,28278.3,1073.39,2459.79,0.122534,0.00465116,0.0106586,0
48.66395,34.87408,48.20363,303446,0.382714,231450,0.76274,1.99297,0,0,0,30007.7,988.898,2583.9,0,0,0,0
48.11524,34.63562,48.06728,299269,0.387881,227013,0.75856,1.95565,0,0,0,30000.1,1002.45,2584.42,0.299848,0.0100194,0.025831,0
43.92782,28.70575,43.81798,258109,0.44479,188285,0.72948,1.64005,0,0,0,27985.3,1084.24,2437.65,0.871128,0.0337504,0.0758794,0
43.78199,28.56284,43.78199,256972,0.452957,186341,0.72514,1.6009,0,0,0,28260.1,1099.73,2427.9,0.216974,0.00844348,0.0186408,0
44.02168,28.86823,44.02168,259799,0.442098,190277,0.7324,1.65665,0,0,0,28173.7,1084.44,2452.95,0,0,0,0
43.67224,28.39635,43.5998,255322,0.453193,185558,0.72676,1.60364,0,0,0,27904.7,1092.92,2411.6,0,0,0,0
48.31033,34.84107,47.75113,298555,0.391844,226340,0.75812,1.93475,0,0,0,29666.9,993.685,2535.92,2.41908,0.0810265,0.206783,0
51.72786,38.62367,51.72172,335239,0.343882,262191,0.7821,2.27432,0,0,0,31409.2,936.918,2724.53,0,0,0,0
49.61051,37.14931,48.20368,310317,0.3715,238516,0.76862,2.06896,0,0,0,30154.7,971.739,2615.72,0,0,0,0
43.83686,28.6986,43.83686,257648,0.475032,186738,0.72478,1.52575,0,0,0,28317.9,1099.09,2313.72,0,0,0,0
42.61838,28.43443,42.61838,256948,0.454039,186534,0.72596,1.59889,0,0,0,28125.6,1094.6,2410.81,1.47055,0.0572314,0.126049,0
44.08362,28.95963,44.08362,260636,0.444752,190582,0.73122,1.64411,0,0,0,28413.9,1090.18,2451.2,0,0,0,0
43.80229,28.54539,43.80229,255522,0.446172,186224,0.7288,1.63345,0,0,0,27798.9,1087.93,2438.37,0.0329497,0.00128951,0.00289016,0
41.78291,26.64972,41.78291,241551,0.46647,174835,0.7238,1.55165,0,0,0,27062.6,1120.37,2401.8,0.237482,0.00983153,0.0210764,0
42.90593,27.29632,42.90593,248463,0.453277,180837,0.72782,1.60568,0,0,0,27403.8,1102.93,2433.23,0,0,0,0
51.58078,39.45268,51.10131,333025,0.350484,259033,0.77782,2.21927,0,0,0,31274.1,939.092,2679.41,0.533231,0.0160118,0.0456846,0
48.88182,40.03462,48.1362,313770,0.371821,241183,0.76866,2.06728,0,0,0,30154.1,961.026,2584.65,0,0,0,0
48.88182,40.03462,48.1362,313770,0.371821,241183,0.76866,2.06728,0,0,0,30154.1,961.026,2584.65,0,0,0,0
56.08748,43.38793,55.9966,391281,0.298166,314183,0.80296,2.693,0,0,0,34467.6,880.891,2954.37,0,0,0,0
46.92343,34.2941,46.53094,297176,0.414753,221651,0.74586,1.79832,0,0,0,30301.8,1019.66,2458.47,0,0,0,0
47.73629,34.46938,47.45192,299114,0.392891,225149,0.75272,1.91585,0,0,0,30137.2,1007.55,2564.45,0.63203,0.0211301,0.0537811,0
48.45591,34.58542,48.09173,300530,0.39244,227724,0.75774,1.93084,0,0,0,30125,1002.39,2554.26,0,0,0,0
48.23852,35.00972,47.35266,305630,0.384858,232034,0.7592,1.97268,0,0,0,30707.5,1004.73,2610.65,0.0329497,0.00107809,0.00280127,0
48.21484,34.8052,48.21484,310266,0.389377,234555,0.75598,1.94151,0,0,0,30942.7,997.296,2561.26,0,0,0,0
48.00525,34.35146,47.02256,297102,0.396256,224419,0.75536,1.90624,0,0,0,29933.1,1007.5,2542.55,0,0,0,0
48.17577,34.70049,48.15998,302523,0.3948,227794,0.75298,1.90724,0,0,0,30803.7,1018.23,2579.1,0.198176,0.00655078,0.0165927,0
50.51473,46.32439,49.62751,298149,0.393443,227685,0.76366,1.94097,0,0,0,28572.3,958.321,2435.73,0.475246,0.0159399,0.0405138,0
48.05335,34.39212,47.50193,303288,0.437859,227357,0.74964,1.71206,0,0,0,30592,1008.68,2303.66,0.802613,0.0264637,0.0604388,0
47.32233,33.97872,46.6642,296167,0.409715,220627,0.74494,1.81819,0,0,0,30391.8,1026.17,2504.6,0.416181,0.0140522,0.0342976,0
48.22514,34.19422,47.70324,295890,0.405056,222687,0.7526,1.85801,0,0,0,29968.5,1012.83,2500.46,0.31705,0.0107151,0.0264534,0
47.71446,34.33661,47.71446,297052,0.3906,225545,0.75928,1.94388,0,0,0,29775.1,1002.36,2566.2,0.0329497,0.00110922,0.0028398,0
46.81716,32.40811,46.51729,284949,0.404762,213444,0.74906,1.85062,0,0,0,29337.9,1029.58,2543.68,0,0,0,0
45.90388,31.53188,45.90388,280123,0.404327,210479,0.75138,1.85835,0,0,0,29069.7,1037.75,2566.61,0.0584493,0.00208656,0.00516058,0
53.23017,44.43348,51.70419,371126,0.318087,294251,0.79286,2.49259,0,0,0,33329.6,898.069,2823.35,0,0,0,0
48.11524,34.87314,47.73494,299495,0.389544,227125,0.75836,1.94679,0,0,0,29837.3,996.252,2557.48,0,0,0,0
48.73099,35.23248,47.95532,302558,0.38771,229127,0.7573,1.95326,0,0,0,29870.6,987.272,2546.42,0,0,0,0
47.70123,34.15258,47.70123,295203,0.438321,223279,0.75636,1.72558,0,0,0,29596.4,1002.58,2287.31,0,0,0,0
47.23738,34.35411,47.07711,297784,0.43346,224184,0.75284,1.73682,0,0,0,30205.1,1014.33,2340.07,0.0329497,0.00110649,0.00255271,0
47.43857,34.08808,47.0459,299094,0.442214,224727,0.75136,1.69909,0,0,0,30233.4,1010.83,2285.84,0.456379,0.0152587,0.0345052,0
48.3304,34.85542,48.3304,303816,0.381196,232765,0.76614,2.00983,0,0,0,29888.6,983.773,2580.76,0.098849,0.00325358,0.0085352,0
47.87618,33.70294,47.47525,296342,0.380403,226809,0.76536,2.01197,0,0,0,29084.9,981.461,2580.06,0.789423,0.0266389,0.0700281,0
44.1899,28.94653,43.25888,260369,0.446611,192616,0.73978,1.65643,0,0,0,27621.3,1060.85,2375.34,0.0528416,0.00202949,0.0045442,0
43.63206,28.42659,43.37608,255089,0.453584,186776,0.7322,1.61425,0,0,0,27374.4,1073.13,2365.89,0.461158,0.0180783,0.0398565,0
43.00247,28.75291,42.36665,258827,0.435953,190978,0.73786,1.69252,0,0,0,27624.1,1067.28,2448.15,0.408932,0.0157994,0.0362411,0
43.89303,28.94677,43.46183,261714,0.433375,193747,0.7403,1.70822,0,0,0,27724.5,1059.34,2444.4,0.151691,0.00579605,0.0133742,0
49.28592,36.19432,49.28514,312110,0.363573,241910,0.77508,2.13184,0,0,0,29841.6,956.124,2629.8,0,0,0,0
43.8411,28.66637,43.8411,257544,0.438943,190093,0.7381,1.68154,0,0,0,27592,1071.35,2440.75,0.0777419,0.00301859,0.00687694,0
48.9299,35.17631,48.52874,307107,0.371915,236743,0.77088,2.07273,0,0,0,29692.1,966.832,2599.6,0.333873,0.0108715,0.0292312,0
47.89196,34.37401,47.89196,296275,0.385336,226811,0.76554,1.98668,0,0,0,29177,984.794,2555.68,0.256147,0.00864558,0.0224365,0
43.88847,28.71494,42.98915,258317,0.437018,190762,0.73848,1.68982,0,0,0,27548.9,1066.48,2440.35,0.264075,0.0102229,0.0233925,0
44.18566,28.87425,42.05246,260102,0.440143,191222,0.73518,1.67032,0,0,0,27887.2,1072.16,2435.94,0.131799,0.00506719,0.0115126,0
43.71599,28.7054,43.52801,258148,0.437507,190580,0.73826,1.68743,0,0,0,27607.4,1069.44,2444.4,0.42773,0.0165692,0.0378719,0
43.48246,28.67256,42.89161,257058,0.442682,189354,0.73662,1.66399,0,0,0,27594,1073.45,2424.89,0,0,0,0
49.2035,35.78461,48.5935,312391,0.368357,241441,0.77288,2.09818,0,0,0,30131.5,964.545,2618.5,0.0658993,0.00210951,0.00572681,0
50.28606,37.51866,49.76819,317425,0.357148,247166,0.77866,2.18022,0,0,0,29901.6,942.006,2637.58,0.270431,0.00851954,0.0238544,0
52.79222,39.4144,51.9694,346563,0.32712,274554,0.79222,2.4218,0,0,0,31389.5,905.737,2768.82,0,0,0,0
43.87023,28.6086,43.87023,257589,0.467705,188880,0.73326,1.56778,0,0,0,27627.2,1072.53,2293.17,3.77515,0.146557,0.313353,0
43.78907,28.97636,43.78907,261404,0.438972,192346,0.73582,1.67624,0,0,0,27977.7,1070.29,2438.16,0,0,0,0
43.86373,28.70202,43.86373,257873,0.44209,189856,0.73624,1.66536,0,0,0,27498.6,1066.36,2412.09,0.415496,0.0161124,0.036446,0
43.02787,28.44516,43.01508,255699,0.438372,188757,0.7382,1.68396,0,0,0,27171,1062.62,2424.01,0.0329497,0.00128861,0.00293954,0
43.44864,27.74912,42.74856,255051,0.434271,189110,0.74146,1.70737,0,0,0,27466.5,1076.9,2479.79,0.21014,0.00823914,0.0189723,0
42.62127,27.10071,42.62127,246508,0.449103,181716,0.73716,1.64141,0,0,0,26919.4,1092.03,2431.58,0,0,0,0
49.83387,38.62191,49.73831,315274,0.364143,244508,0.77554,2.12977,0,0,0,29450.4,934.121,2565.26,0,0,0,0
52.88365,41.02046,52.05606,349151,0.328658,276318,0.7914,2.40797,0,0,0,31211.3,893.921,2719.91,0,0,0,0
52.88365,41.02046,52.05606,349151,0.328658,276318,0.7914,2.40797,0,0,0,31211.3,893.921,2719.91,0,0,0,0
56.75517,43.85852,56.2805,414354,0.27694,337392,0.81426,2.9402,0,0,0,34972,844.013,3047.64,0,0,0,0
47.84478,34.91576,47.7896,309274,0.392337,235054,0.76002,1.93716,0,0,0,30511.6,986.558,2514.57,1.76874,0.0571902,0.145768,0
47.75298,34.24654,47.55679,297046,0.389177,225613,0.75952,1.9516,0,0,0,29486.3,992.65,2550.64,0,0,0,0
48.04552,34.94603,47.58543,305385,0.382373,233057,0.76316,1.99585,0,0,0,30038.3,983.622,2572.41,0.0464855,0.0015222,0.00398092,0
47.83656,34.29539,47.83656,297001,0.390655,226469,0.76252,1.9519,0,0,0,29254.5,985,2521.4,0,0,0,0
47.75602,34.26074,47.63811,296483,0.390271,225701,0.76126,1.95059,0,0,0,29366.3,990.487,2537.95,0,0,0,0
47.66947,34.54109,47.39522,308091,0.385909,234186,0.76012,1.96969,0,0,0,30163.6,979.049,2536.99,0,0,0,0
47.8701,34.63528,47.66115,301862,0.389319,229892,0.76158,1.95618,0,0,0,29807.5,987.454,2536.36,0.336331,0.0111419,0.0286188,0
55.06028,45.85535,54.241,355685,0.324415,283467,0.79696,2.45661,0,0,0,30635.3,861.304,2654.95,0,0,0,0
54.75951,48.06133,54.43922,355795,0.324314,282815,0.79488,2.45096,0,0,0,31283.2,879.245,2711.09,0.163384,0.00459208,0.0141594,0
47.25806,33.75862,47.00997,294589,0.444288,221354,0.7514,1.69125,0,0,0,29644,1006.28,2264.94,0,0,0,0
47.04289,33.94317,46.81369,306471,0.38969,232336,0.7581,1.94539,0,0,0,30648.7,1000.05,2566.27,0,0,0,0
48.31389,34.7901,48.31157,303573,0.388496,232737,0.76666,1.97341,0,0,0,29563.2,973.842,2506.7,0,0,0,0
48.06235,34.23611,47.67917,296232,0.385215,226801,0.76562,1.98752,0,0,0,28985.5,978.473,2540.07,0,0,0,0
45.45676,32.29725,45.42366,283472,0.400114,213976,0.75484,1.88656,0,0,0,28851.8,1017.8,2543.78,0.36928,0.013027,0.0325583,0
44.97239,31.28993,44.64076,278201,0.400236,210620,0.75708,1.89159,0,0,0,28332.2,1018.41,2544.52,0,0,0,0
56.68273,45.63025,56.596,401760,0.289065,325554,0.81032,2.80324,0,0,0,33831.1,842.074,2913.09,0,0,0,0
50.05998,36.8481,47.91781,326050,0.351944,253341,0.777,2.20774,0,0,0,30862.4,946.553,2689.5,0.0658993,0.00202114,0.0057428,0
49.27292,35.39291,49.27292,306273,0.376753,234722,0.76638,2.03417,0,0,0,29684,969.201,2572.51,0.0528416,0.00172531,0.00457941,0
47.82466,35.05581,46.59583,306689,0.394327,232587,0.75838,1.92323,0,0,0,30450.9,992.89,2517.94,0,0,0,0
46.70511,32.93558,46.70511,286210,0.405801,215888,0.7543,1.85879,0,0,0,28967,1012.09,2494.05,2.1368,0.0746585,0.183978,0
42.89533,28.74264,42.89533,258543,0.462974,188565,0.72934,1.57534,0,0,0,27909.4,1079.49,2331.65,0.418379,0.0161822,0.0349527,0
43.18378,28.47112,42.90311,255595,0.466048,185240,0.72474,1.55508,0,0,0,27602.9,1079.95,2317.25,0.789674,0.0308956,0.0662927,0
43.91833,28.72707,43.91833,258448,0.449807,189453,0.73304,1.62968,0,0,0,27736.5,1073.2,2385.9,0.0464855,0.00179864,0.0039987,0
42.78287,28.15804,42.78287,251690,0.464203,182022,0.7232,1.55794,0,0,0,27629.1,1097.75,2364.8,0.77641,0.0308479,0.0664535,0
49.22135,36.08077,49.08781,309799,0.377308,237597,0.76694,2.03266,0,0,0,30231.9,975.854,2586.36,0,0,0,0
43.84941,28.65928,43.39577,256620,0.453831,187574,0.73094,1.6106,0,0,0,27688.9,1078.99,2377.5,0.0329497,0.00128399,0.00282922,0
48.31302,34.40869,47.9358,297807,0.394997,225893,0.75852,1.92032,0,0,0,29307.7,984.117,2491.46,0,0,0,0
48.26506,34.86864,48.26506,302479,0.388723,230604,0.76238,1.96124,0,0,0,29830.5,986.2,2537.03,0,0,0,0
42.87323,28.45484,42.87323,255322,0.45552,186078,0.7288,1.59993,0,0,0,27565.4,1079.63,2370.11,0,0,0,0
43.60211,28.89646,43.13194,260155,0.45318,190376,0.73178,1.61477,0,0,0,28134.1,1081.44,2386.33,1.67874,0.0645285,0.14239,0
43.0048,28.52875,43.0048,255855,0.454775,186999,0.73088,1.60712,0,0,0,27981.7,1093.65,2404.82,0.182798,0.0071446,0.0157102,0
44.07952,29.40961,44.06128,265400,0.441636,194968,0.73462,1.6634,0,0,0,28288.1,1065.87,2413.46,0,0,0,0
49.06454,35.17958,48.46576,303491,0.390412,231527,0.76288,1.95404,0,0,0,29538.7,973.296,2493,0.224424,0.00739474,0.0189409,0
52.78438,39.23641,52.76812,355188,0.328791,280513,0.78976,2.40201,0,0,0,32498,914.953,2782.78,0,0,0,0
53.71573,40.77019,53.71573,371627,0.314247,296142,0.79688,2.53584,0,0,0,33378.6,898.174,2858.18,0,0,0,0
43.45904,28.71312,43.45461,258099,0.480012,187401,0.72608,1.51263,0,0,0,27897.2,1080.87,2251.76,0,0,0,0
44.07478,28.49891,41.4132,259849,0.454742,189430,0.729,1.60311,0,0,0,27892.8,1073.42,2360.51,2.32957,0.0896509,0.197147,0
43.97781,28.90786,43.97781,259932,0.451725,190193,0.7317,1.61979,0,0,0,27975,1076.24,2382.51,1.43242,0.0551075,0.121993,0
43.95541,28.71412,43.95541,255849,0.451463,186964,0.73076,1.61865,0,0,0,27510.6,1075.27,2381.74,0.0565487,0.00221024,0.00489573,0
41.94857,26.51691,41.80022,241106,0.473552,174595,0.72414,1.52917,0,0,0,26567,1101.88,2326.85,0.422122,0.0175077,0.0369711,0
42.58844,26.95746,41.93816,245463,0.464928,178250,0.72618,1.56192,0,0,0,26908.4,1096.23,2357.85,1.46994,0.0598842,0.128803,0
52.49894,39.58336,52.49894,338468,0.349279,263944,0.77982,2.23265,0,0,0,31341.6,925.985,2651.13,0,0,0,0
49.79709,39.44851,49.79709,313250,0.377226,241341,0.77044,2.04238,0,0,0,29710.5,948.46,2514.3,0,0,0,0
49.79709,39.44851,49.79709,313250,0.377226,241341,0.77044,2.04238,0,0,0,29710.5,948.46,2514.3,0,0,0,0
50.95036,40.3419,50.86534,321836,0.367163,249255,0.77448,2.10936,0,0,0,30083.3,934.741,2545.85,0.349388,0.0108561,0.0295675,0
47.53307,34.4311,47.53307,299798,0.416128,224956,0.75036,1.80319,0,0,0,29894,997.14,2396.23,0.0565487,0.00188623,0.0045328,0
47.92216,34.48074,47.92216,298743,0.398399,225622,0.75524,1.89569,0,0,0,29862.9,999.618,2509.09,0.269816,0.00903171,0.02267,0
47.70258,34.58804,47.70258,301407,0.39875,227044,0.75328,1.8891,0,0,0,30161,1000.67,2509.53,0,0,0,0
47.90441,34.23873,47.78723,295857,0.403708,223674,0.75602,1.87269,0,0,0,29503.7,997.23,2470.18,0,0,0,0
47.76169,34.19523,47.70244,295107,0.403663,221979,0.7522,1.86344,0,0,0,29615.7,1003.56,2486.13,0,0,0,0
47.39665,35.03369,46.86818,305640,0.400176,230813,0.75518,1.88712,0,0,0,30225.1,988.912,2471.19,0.201883,0.00660525,0.0165059,0
48.11007,34.60351,48.11007,300949,0.396175,227854,0.75712,1.91107,0,0,0,30161.8,1002.22,2529.75,0,0,0,0
48.95629,44.16318,48.95629,290406,0.409098,220953,0.76084,1.8598,0,0,0,27700.1,953.84,2331.57,2.14919,0.0740065,0.180902,0
48.10049,34.15947,43.72787,301094,0.446031,225591,0.74924,1.67979,0,0,0,30367.4,1008.57,2261.21,0.275423,0.00914743,0.0205085,0
47.95323,34.19737,44.9507,300196,0.409212,224493,0.74782,1.82746,0,0,0,30383.8,1012.13,2473.37,0.0804662,0.00268045,0.00655029,0
48.51061,35.55581,47.2237,309825,0.391678,236297,0.76268,1.94721,0,0,0,30452.7,982.9,2509.46,0,0,0,0
48.19395,34.33346,47.5679,297515,0.395032,225659,0.75848,1.92005,0,0,0,29544.2,993.031,2513.8,0,0,0,0
47.39833,33.08672,47.1045,292584,0.399326,220637,0.7541,1.88843,0,0,0,29627.1,1012.6,2535.78,0.362446,0.0123878,0.0310217,0
45.7325,31.27338,45.7325,277910,0.412943,208627,0.7507,1.81793,0,0,0,28725.4,1033.62,2503.06,0,0,0,0
54.81062,44.79585,54.81062,379174,0.31529,300791,0.79328,2.51603,0,0,0,33451.4,882.218,2798.12,0,0,0,0
48.4728,35.06908,48.20721,299642,0.394358,227297,0.75856,1.92353,0,0,0,29668.5,990.131,2510.74,0.0329497,0.00109963,0.00278842,0
47.74615,35.15039,47.70508,301156,0.394494,228728,0.7595,1.92525,0,0,0,29393.3,976.013,2474.09,1.37378,0.045617,0.115634,0
64.38084,52.19556,64.38084,576894,0.198549,497490,0.86236,4.34331,0,0,0,38121.5,660.806,3328.17,0,0,0,0
50.90154,39.29086,50.48023,390382,0.286596,319254,0.8178,2.8535,0,0,0,32254.3,826.225,2882.89,0,0,0,0
47.51005,37.84009,41.97247,375576,0.307357,304284,0.81018,2.63596,0,0,0,32662.5,869.664,2829.5,0,0,0,0
46.87106,37.33245,42.72877,376579,0.305,303448,0.8058,2.64197,0,0,0,33454.6,888.381,2912.72,0,0,0,0
54.98048,40.38407,54.98048,484282,0.231247,407436,0.84132,3.63818,0,0,0,37831.8,781.193,3378.17,0,0,0,0
59.97153,46.42871,59.94631,535905,0.210162,457224,0.85318,4.05963,0,0,0,37916.5,707.521,3366.55,0,0,0,0
56.26517,42.13697,56.22084,494024,0.227113,418330,0.84678,3.72845,0,0,0,37566.5,760.417,3348.19,0,0,0,0
51.35388,42.91677,51.35388,399656,0.28367,327334,0.81904,2.8873,0,0,0,33199,830.69,2928.37,0,0,0,0
50.24057,40.97436,50.22874,389299,0.291082,317832,0.81642,2.80478,0,0,0,32568.8,836.6,2874.11,1.00907,0.0259203,0.0890481,0
51.51071,40.30161,50.3985,398927,0.286327,326897,0.81944,2.8619,0,0,0,32453.9,813.529,2841.25,0,0,0,0
59.2545,46.42722,59.2545,502521,0.223911,426229,0.84818,3.78803,0,0,0,36267.3,721.707,3223.19,0,0,0,0
57.89059,44.41857,57.65114,481784,0.233548,406481,0.8437,3.61253,0,0,0,35419.4,735.17,3147.83,0,0,0,0
44.61183,36.92644,39.55627,350144,0.341654,279184,0.79734,2.33376,0,0,0,31376.5,896.102,2622.83,0,0,0,0
50.31431,35.81036,39.93573,410593,0.277407,335980,0.81828,2.94974,0,0,0,34484.6,839.874,3027.58,0,0,0,0
57.62497,45.02635,57.53185,531464,0.212913,453902,0.85406,4.01131,0,0,0,39316.2,739.771,3474.53,0,0,0,0
55.79388,41.60314,54.65063,490937,0.226594,414783,0.84488,3.7286,0,0,0,37309,759.955,3353.81,0,0,0,0
54.97804,40.96032,54.54458,492724,0.223073,418018,0.84838,3.80315,0,0,0,36935.7,749.623,3360.44,0,0,0,0
53.12768,38.84116,53.12768,449750,0.244269,376881,0.83798,3.43056,0,0,0,35297.3,784.821,3212.94,0,0,0,0
61.74377,51.1154,61.44395,585653,0.194581,504236,0.86098,4.42478,0,0,0,39669.4,677.353,3481.08,0.0329497,0.00056261,0.00289141,0
56.25279,46.2924,56.25279,451796,0.252113,377277,0.83506,3.31225,0,0,0,34312.2,759.462,3012.39,0,0,0,0
52.93743,40.51244,52.34799,451084,0.267116,371720,0.82406,3.08503,0,0,0,36065.1,799.521,2993.16,0,0,0,0
48.62443,39.25093,48.62115,385980,0.300335,312273,0.80904,2.69379,0,0,0,32880.3,851.864,2836.38,0,0,0,0
60.68986,47.57983,60.18182,564939,0.203876,484175,0.85704,4.20374,0,0,0,39791.9,704.358,3454.84,0.0329497,0.00058324,0.00286078,0
52.72315,40.45858,51.66603,426915,0.269049,351659,0.82372,3.0616,0,0,0,34044.4,797.451,2963.96,0,0,0,0
57.18978,45.57589,54.75839,552095,0.213817,468331,0.84828,3.96732,0,0,0,40642.2,736.145,3442.88,0,0,0,0
51.36606,39.20362,51.34618,410992,0.279727,337515,0.82122,2.93579,0,0,0,32958.3,801.919,2866.79,0,0,0,0
56.21927,43.38354,55.27712,499425,0.233615,419177,0.83932,3.59275,0,0,0,37902.1,758.916,3248.57,0,0,0,0
64.64378,53.17239,62.73479,589216,0.194397,508164,0.86244,4.43649,0,0,0,39247.8,666.101,3426.5,0,0,0,0
51.3689,38.55066,50.35759,425928,0.305297,347736,0.81642,2.67418,0,0,0,35197.6,826.374,2706.79,0,0,0,0
52.28584,39.42221,50.06456,436216,0.271841,357174,0.8188,3.01206,0,0,0,35870.5,822.31,3024.97,0,0,0,0
49.19097,40.50735,49.11577,387013,0.302545,314061,0.8115,2.68224,0,0,0,32980.9,852.19,2816.73,0,0,0,0
53.74914,40.78551,53.27628,430994,0.2628,357147,0.82866,3.15319,0,0,0,33693,781.751,2974.7,0,0,0,0
59.2544,45.43619,59.24472,543458,0.207143,464135,0.85404,4.12295,0,0,0,38916.4,716.089,3456.98,0,0,0,0
49.27431,38.95918,47.58391,374009,0.295442,305139,0.81586,2.76149,0,0,0,31524.6,842.883,2852.95,0,0,0,0
64.64687,52.96428,64.64687,612991,0.188073,529514,0.86382,4.593,0,0,0,40201,655.818,3487.03,0,0,0,0
56.03231,43.07515,56.03231,477009,0.238787,400487,0.83958,3.51602,0,0,0,35804.8,750.61,3143.43,0,0,0,0
47.10267,35.95265,38.53414,359023,0.304219,292769,0.81546,2.6805,0,0,0,30318.2,844.465,2775.84,0,0,0,0
48.46772,34.16042,48.25645,301272,0.478806,225725,0.74924,1.56481,0,0,0,30405.6,1009.24,2107.83,0,0,0,0
47.81358,34.89084,47.02667,305475,0.434725,229155,0.75016,1.7256,0,0,0,30919.2,1012.17,2328.3,0.0464855,0.00152175,0.00350048,0
48.44058,35.18307,47.94681,307598,0.426873,233639,0.75956,1.77936,0,0,0,30453.9,990.054,2319.32,0,0,0,0
48.32086,34.47049,47.83332,299102,0.37015,231056,0.7725,2.08699,0,0,0,28920.3,966.906,2612.2,0,0,0,0
47.28253,33.36575,46.82824,292921,0.373236,225321,0.76922,2.06095,0,0,0,28787.7,982.779,2633.13,0,0,0,0
44.08989,28.92574,44.08989,260708,0.432987,194175,0.7448,1.72015,0,0,0,27322.2,1048,2420.4,0.098849,0.00379156,0.00875677,0
43.28461,27.85437,43.28461,249821,0.449537,183378,0.73404,1.63288,0,0,0,26686.1,1068.21,2376.24,0,0,0,0
44.13622,28.95581,43.85637,261721,0.41814,194872,0.74458,1.78069,0,0,0,27485.2,1050.17,2511.53,0,0,0,0
44.0138,28.92952,44.0138,260262,0.422726,193635,0.744,1.76,0,0,0,27569.1,1059.28,2505.84,0.301539,0.011586,0.0274078,0
49.1942,36.16088,49.1942,311955,0.352853,243693,0.78118,2.21389,0,0,0,29331.5,940.251,2664.71,0.0528416,0.00169389,0.00480054,0
43.72362,28.65807,43.72362,257308,0.42613,191293,0.74344,1.74463,0,0,0,27521.9,1069.61,2510.06,0,0,0,0
48.33307,35.10284,46.82004,306431,0.361639,237625,0.77546,2.14429,0,0,0,29360.4,958.14,2649.44,0.348503,0.011373,0.0314484,0
48.01778,34.58641,47.99718,298567,0.370988,230810,0.77306,2.08379,0,0,0,28682.4,960.668,2589.48,0,0,0,0
43.8108,29.01779,43.8108,261759,0.41828,195131,0.74546,1.7822,0,0,0,27502.7,1050.69,2511.93,0.0794352,0.00303467,0.00725512,0
